,paper_id,financial_name,financial_code,type
994,460,China Agriculture Research System,CARS-34,
995,460,Key Research and Development Program of Shaanxi Province,2018ZDXM-NY-089,
996,461,Macquarie University Research Excellence Scholarship,,
997,461,"Hort Frontiers Fruit Fly Fund, part of the Hort Frontiers strategic partnership initiative",HG13045,
998,462,United States National Science Foundation (US NSF)National Science Foundation (NSF),IOS 1353367,
999,462,US NSFNational Science Foundation (NSF),DBI 0618969,
1000,462,United States Department of Agriculture-National Institute of Food and AgricultureUnited States Department of Agriculture (USDA),2017-67011-26032,
1001,462,US NSF DBI,1358843,
1002,463,Spanish Ministry of Economy and Competitiveness (MINECO),"AGL2017-86293-P, CGL2017-84723-P",
1003,463,Ministry of Science Innovation and Universities (MICINN),AGL2014-52396-P,
1004,463,"Basque Government, SpainBasque Government",IT932-16,
1005,463,Public University of Navarre,,
1006,463,Basque Government through the BERC 2018-2021 programBasque Government,,
1007,463,"Spanish Ministry of Science, Innovation and Universities through the BC3 Maria de Maeztu excellence accreditation",MDM-2017-0714,
1008,463,Juan de la Cierva initiation grant,FJCI-2016-27905,
1009,463,Juan de la Cierva incorporation grant,IJCI-2014-21452,
1010,464,Modern Agroindustry Technology Research System,CARS-34,
1011,464,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31702181,
1012,464,National Key Research and Development Program of China,2017YFD0502100,
1013,464,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2018QC048,
1014,465,French Agence Nationale de la RechercheFrench National Research Agency (ANR),"ANR-10-GENM-0007, ANR-16-CE20-0017-01",
1015,466,USDA National Institute of Food and AgricultureUnited States Department of Agriculture (USDA),1006167,
1016,468,technology research and demonstration of high-quality grass product processing in Tibet,XZ201901NA03,
1017,470,Colorado Agricultural Experiment Station (CAES),,
1018,470,USDA National Institute of Food and Agriculture (NIFA),COL00602A,
1019,471,"Ministry of Science and Higher Education of the Republic of PolandMinistry of Science and Higher Education, Poland",,
1020,473,University of Poitiers,,
1021,473,Centre National de la Recherche Scientifique (CNRS)Centre National de la Recherche Scientifique (CNRS),,
1022,473,NouvelleAquitaine RegionRegion Auvergne-Rhone-AlpesRegion Bourgogne-Franche-ComteRegion Hauts-de-FranceRegion Nouvelle-Aquitaine,,
1023,473,European Regional Development Fund (FEDER)European Union (EU),,
1024,474,Swedish Research Council VetenskapsradetSwedish Research Council,"VR 2007-17840-52674-16, VR 2012-03061",
1025,474,Carl Tryggers Stiftelse for Vetenskaplig Forskning,CTS 13: 354,
1026,474,Russian Science FoundationRussian Science Foundation (RSF),16-16-00089,
1027,474,"Ministry of Education, Youth and Sports of CR within the National Sustainability Program I (NPUI)",LO1415,
1028,474,Australian Research CouncilAustralian Research Council,DP150102002,
1029,475,"New Zealand Foundation for Research Science and TechnologyNew Zealand Foundation for Research, Science and Technology",C10X0816,
1030,475,New Zealand Marsden FundRoyal Society of New ZealandMarsden Fund (NZ),14-UOA-125,
1031,475,"National Science Foundation, USANational Science Foundation (NSF)","DBI 0703285, IOS-1127155",
1032,475,"Noble Research Institute, LLC",,
1033,476,Wyss Institute for Biologically Inspired Engineering at Harvard University,,
1034,476,National Science FoundationNational Science Foundation (NSF),1541959,
1035,476,"Harvard University Materials Research Science and Engineering Center (MRSEC), NSFNational Science Foundation (NSF)",DMR-1420570,
1036,476,NCI Cancer Center Support GrantUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Cancer Institute (NCI),NIH 5 P30 CA06516,
1037,476,Neural Imaging Center as part of an NINDS P30 Core Center grant,NS072030,
1038,476,American Chemical Society through the Irving S. Sigal Postdoctoral Fellowship,,
1039,477,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31761143013, 31872410",
1040,477,Earmarked Fund for China Agriculture Research System,CARS34,
1041,477,Agricultural Science and Technology Innovation Program of Chinese Academy of Agricultural Sciences,CAAS-XTCX2018020,
1042,478,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31722055, 31672476",
1043,479,CSIRO OCE-Postdoctoral Fellowship,,
1044,481,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
1045,481,Saskatchewan Agriculture Strategic Research Program Fund,,
1046,481,Agricultural Development Fund (ADF),,
1047,481,SaskMilk,,
1048,481,Saskatchewan Forage Network (SNK),,
1049,481,Western Grain Research Foundation (WGRF),,
1050,481,SaskPulse Growers,,
1051,481,SaskCanola,,
1052,481,POGA,,
1053,481,China Scholarship Council (CSC)China Scholarship Council,,
1054,482,"French Ministere de l'Enseignement Superieur, de la Recherche et de l'Innovation, through the Science du Vegetal doctoral school",ED567,
1055,482,"Agence Nationale de la Recherche (ANR, project CAROLS)French National Research Agency (ANR)",ANR-11-BSV7-010-02,
1056,482,LabEx Saclay Plant Sciences-SPS,ANR-10-LABX-0040-SPS,
1057,483,National Program of Key Basic Research Project,2014CB138703-2,
1058,483,Agricultural Science and Technology Innovation Program,ASTIP-IAS14,
1059,483,"Ministry of Science and Technology of ChinaMinistry of Science and Technology, China",2017YFE0111000,
1060,484,"Emissions Reduction Alberta, Canada",,
1061,484,"The University of Melbourne, AustraliaUniversity of Melbourne",,
1062,484,"Agriculture Victoria Research, Australia",,
1063,484,"The Primary Industries Climate Challenges Centre, Australia",,
1064,484,CONICYTComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT),,
1065,484,Chilean Government,,
1066,485,"National Institute of Food and Agriculture (NIFA), USDA",2016-67019-25086,
1067,485,"INTA, Instituto Nacional de Tecnologia Agropecuaria, Buenos Aires, Argentina",,
1068,486,National Key Research and Development Program of China,2017YFD0101303,
1069,486,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31770575, 31470571",
1070,486,National Major Project for Cultivation of Transgenic Crops,2016ZX08004-002-003,
1071,486,"Programs for Science and Technology Development of Heilongjiang Provice, China",GA18B104,
1072,486,Graduate Innovation Fund of Harbin Normal University,HSDBSCX2015-09,
1073,487,European UnionEuropean Union (EU),635646,
1074,488,Foundation of Jiangxi Educational Committee,GJJ180172,
1075,489,University of Tabriz Board of Directors of Graduate Studies,,
1076,490,Free University of Bozen-Bolzano,BIO_TOOL TN 1B07,
1077,490,Autonomous Province of Bolzano,,
1078,490,Open Access Publishing Fund of the Free University of Bozen-Bolzano,,
1079,490,Free University of Bozen-Bolzano,,
1080,490,,1472,
1081,491,"National Research Fund, Luxembourg",FNR Project CADWALL (FNR/FWO project),
1082,492,USDA National Institute of Food and Agriculture Hatch Project,205866,
1083,492,US Forest ServiceUnited States Department of Agriculture (USDA)United States Forest Service,14-CA-11330136-117,
1084,493,Swedish Research CouncilSwedish Research Council,2009-5206,
1085,493,"Marie Curie Intra-European Fellowship ""AlfalfaEvolution"" (FP7- PEOPLE-2013-IEF)European Union (EU)",625308,
1086,494,State Forestry and Grassland Administration Program,AS2017,
1087,494,national foundation program,2016YFC0500300,
1088,495,Natural Science Foundation of Guangdong ProvinceNational Natural Science Foundation of Guangdong Province,2017A030313158,
1089,496,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31360570, 31760695",
1090,497,"""S"" grant of MSMT CR",,
1091,497,"Grant Agency of the Faculty of Agrobiology, Food and Natural Resources, Czech University of Life Sciences Prague",SV17-16-21240,
1092,498,"University of California, Santa CruzUniversity of California System",,
1093,498,"Heckard Fund, UC Berkeley",,
1094,498,Division of Environmental BiologyNational Science Foundation (NSF)NSF - Directorate for Biological Sciences (BIO),,
1095,498,NSFNational Science Foundation (NSF),"DEB-9806517, DEB-9808501, DEB 1655896, DEB-1136626",
1096,499,National Basic Research Program of ChinaNational Basic Research Program of China,2014CB138702,
1097,499,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31502001,
1098,500,National Science FoundationNational Science Foundation (NSF),"IOS-1237993, IOS-1724993",
1099,500,USDA-HATCH Award,MIN-71-030,
1100,501,National Centre for Research and Development,BIOSTRATEG2/298205/9/NCBR/2016,
1101,502,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
1102,503,Oklahoma State Regents for Higher Education,,
1103,503,"Noble Research Institute, LLC",,
1104,504,National Basic Research Program of ChinaNational Basic Research Program of China,2014CB138701,
1105,504,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31472142,
1106,506,National Scientific Centre (NCN),NN303801340,
1107,507,Alexander S. Onassis Public Benefit Foundation,,
1108,508,"Ministry of Education, Science and Technology of the Republic of Serbia","III 46008, TR 31043",
1109,510,FNRLuxembourg National Research Fund,,
1110,510,FWOFWO,,
1111,510,bilateral project CadWALL (FNR/FWO),INTER/FWO/13/14,
1112,511,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,41571243,
1113,511,project of young talents of science and technology association of Shaanxi Province,20160232,
1114,511,Research Foundation for Docotors of Xi'an Medical University,2016DOC16,
1115,512,Russian Science FoundationRussian Science Foundation (RSF),14-26-00094,
1116,512,Russian FederationRussian Federation,MK-3240.2017.4,
1117,513,German Federal Ministry of Education and Research (BMBF)Federal Ministry of Education & Research (BMBF),031B0026F,
1118,515,Desialis,,
1119,517,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31700335,
1120,517,KRIBB Initiative Program,,
1121,517,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2452017185,
1122,517,"Doctoral Scientific Research Foundation of Northwest A&F University, China",2452015341,
1123,518,USDA National Institute of Food and Agriculture Organic Research and Extension Initiative Grants Program,100759,
1124,518,"Utah State University Agricultural Experiment Station (Logan, UT)",,
1125,520,"King Saud University, Riyadh, Saudi ArabiaKing Saud University",,
1126,521,Ministry of Economy and Competitiveness of the Spanish Government,AGL2013-48728-C2-2-R,
1127,522,"Cleveland Clinic (Cleveland, OH)",,
1128,522,National Psoriasis Foundation (discovery grant 2016),,
1129,522,"Alfa Biogene International, B.V. (Baarn, Netherlands)",,
1130,523,Lallemand Animal Nutrition,,
1131,523,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
1132,523,Alberta Livestock and Meat Agency Ltd.,,
1133,524,China Forage and Grass Research System,CARS-34,
1134,524,Agro-scientific Research in the Public Interest,201403048-2,
1135,524,Inner Mongolia science and technology project,,
1136,524,Special Fund for Agro-scientific Research in the Public Interest,201303061,
1137,524,Chinese Universities Scientific Fund,2017QC027,
1138,525,Key Technologies R&D Program of China during the 13th Five-Year Plan period,2016YFC0502005,
1139,525,"special project of grass of Tibetan autonomous region for the ""13th Five-Year Plan"" ""technology research and demonstration of high quality grass product processing,"" China",2017ZDKJZC,
1140,526,National Key Research and Development Program of China,2017YFC0504904,
1141,527,Swiss National Science FoundationSwiss National Science Foundation (SNSF),"143784, 159324, 159343",
1142,528,Subnargem grant,2010-11 BM-ex,
1143,528,Posgrado en Ciencias Biologicas,,
1144,528,UNAMUniversidad Nacional Autonoma de Mexico,,
1145,528,CONACyTConsejo Nacional de Ciencia y Tecnologia (CONACyT),,
1146,529,nanotechnology center of the Agricultural Biotechnology Research Institute of Iran (ABRII),,
1147,530,Minnesota Agricultural Experiment Station,,
1148,531,Oklahoma Bioenergy Center (OBC),,
1149,531,Oklahoma Center for the Advancement of Science and Technology (OCAST),,
1150,531,Noble Research Institute,,
1151,533,OSEO through the FUTUROL project,,
1152,533,"EU Seventh Framework Programme, through LogistEC project",311858,
