keyword,freq
SNP DISCOVERY,4
SOIL DISTURBANCE,4
estrogenic,4
SECONDARY METABOLISM,4
thiols,4
Mite fauna,4
VERNALIZATION,4
glutathione metabolism,4
Pest control,4
glutathione peroxidase,4
LEGHEMOGLOBIN,4
VOLUNTARY INTAKE,4
Mineral accumulation,4
glycemic response,4
Vacuolar Na+/H+ antiporter,4
black poplar,4
Vacuum packaging,4
Validamycin A,4
Varieties,4
protein phosphorylation,4
satellite DNA,4
electrical penetration graph,4
Vermiculite,4
Rumen fermentation,4
Rubisco,4
Nutrients,4
scanning electron microscopy,4
lupin,4
Row distance,4
Roundup Ready,4
body condition score,4
POTYVIRUS,4
hyperspectral,4
LAR,4
Transgenerational plasticity,4
root lesion nematode,4
Transgenic yeast,4
Transpiration efficiency,4
SIZE VARIATION,4
nutrient quality,4
SIMULTANEOUS SACCHARIFICATION,4
hydrogen sulfide,4
LACTATION LENGTH,4
SIMK,4
chitosan,4
chlorantraniliprole,4
purine,4
encoding gene,4
Trifolium alexandrinum,4
SHOOT APEX,4
SHEEP PRODUCTION,4
SGS3,4
LC50,4
Nodule infection,4
Tymoviridae,4
Nonuniform salinity,4
thermal decomposition,4
UNIVARIATE,4
PRC2,4
LEAF MEAL,4
Nanoparticles,4
sulphuric acid,4
farm scale,4
Subunit vaccine,4
resource acquisition,4
Sphingolipid,4
ION ACCUMULATION,4
ION HOMEOSTASIS,4
PROTEOLYTIC ACTIVITY,4
molecular docking,4
cannulae,4
Sharpshooter,4
NEFA,4
Sericea lespedeza,4
Statistical emulator,4
IRON ACQUISITION,4
mtDNA,4
gene tree,4
cellulase activity,4
yeast complementation,4
Sensory analysis,4
ISKENDERUN,4
NGR234,4
synthetic community,4
Seedlings,4
spatial analysis,4
Subfunctionalization,4
Subsurface drip irrigation,4
Seed priming,4
Ichneumonidae,4
foliar pathogen,4
INVIVO,4
resistance to drought,4
gene regulation,4
Sodium hydrosulfide,4
Soil remediation,4
Soil macrofauna,4
Soil strength,4
Soil enzyme,4
zoo,4
PROMOTER ANALYSIS,4
homoglutathione,4
INSTALLATION,4
Soil and water conservation,4
carnitine,4
fresh produce,4
MUSTARD,4
MURINE NOROVIRUS,4
PROTEIN HYDROLYSATE,4
Small Molecule,4
Skin care,4
gene duplication,4
fozalon,4
INTERGENIC SPACER ANALYSIS,4
Soil water deficit,4
PRODUCTION SYSTEMS SIMULATOR,4
N contribution,4
remorin,4
molecular identification,4
hi12,4
forecast,4
Igdir,4
foam fractionation,4
SUCROSE SYNTHASE,4
PROC MIXED,4
Papilionoideae,4
raphanus sativus,4
SYNONYMOUS CODON USAGE,4
chelate,4
TEMPERATURE RESPONSE,4
TEMPLATE,4
Malate exudation,4
feed management,4
SYMBIOTIC NODULE ORGANOGENESIS,4
THERAPY,4
THIDIAZURON,4
TIME QUANTITATIVE PCR,4
feed gap,4
genomic prediction,4
fatty acids,4
chemical structure,4
SWINE,4
NUTRIENT LIMITATION,4
TOMOGRAPHY,4
TONOPLAST,4
NUTRIENT RESORPTION,4
genotoxicity,4
Intensification,4
root distribution,4
TPL,4
Vicia sativa L.,4
SUMMER RAINFALL,4
SYNTHETASE GENE,4
SYSTEMIC RESISTANCE,4
root contact,4
MOUNTAINS,4
Sulfur deficiency,4
NITRATE UPTAKE,4
NITROGEN LIMITATION,4
Supercapacitor,4
NITROGEN STATUS,4
Secondary cell wall,4
PUTATIVE TARGET,4
genetic map,4
MSPD,4
flow cytometry,4
NMR relaxometry,4
xylem absorption,4
supernodulation,4
rapid evolution,4
In vitro degradation,4
n-3 Fatty acid,4
finger,4
Symbiotic nodulation,4
MOTTLE VIRUS,4
NONHOST,4
host resistance,4
In vitro incubation,4
MtNIP3,4
NORTHERN VICTORIA,4
parasitic nematode,4
ferric chelate reductase,4
Veronica persica,4
biotype,4
Root transcriptome,4
skatole,4
pollinator activity,4
kale,4
phosphorus removal,4
PHEROMONE,4
ipt gene,4
PHOSPHORUS ACQUISITION,4
Megasporogenesis,4
crabgrass,4
RADICLE EMERGENCE,4
RAC,4
QUESTIONNAIRE,4
Phytoalexin,4
LsrB,4
QUANTITATION,4
ultrastructure,4
allelopathy,4
QTL map,4
METHYLATION,4
Lucerne longhorn beetle,4
Q10,4
PHOTOSYNTHETIC ACCLIMATION,4
nutrient release,4
PHOTOSYNTHETICALLY ACTIVE RADIATION,4
amelioration,4
Proteomics,4
Luteoviridae,4
osmoregulation,4
hemoglobin,4
RAV,4
Volatile emission,4
phosphate transporter gene,4
berseem,4
Leucaena leucocephala,4
Melilotus indica,4
Life Cycle Assessment,4
alfalfa grind,4
lamb production,4
REFERENCE MAP,4
REFERENCE EVAPOTRANSPIRATION,4
lamb performance,4
silage additive,4
Light fraction,4
urinary nitrogen,4
alfalfa leafcutting bee,4
PETUNIA,4
alfalfa management,4
PFDA,4
ladybird,4
PFOA,4
polycross field,4
silica,4
Lipid oxidation,4
RECLAMATION,4
bentazon,4
Melilotus alba,4
polyamine synthesis,4
REACTIVE NITROGEN,4
nutrient allocation,4
ammoniation,4
LysM protein,4
harvest traffic,4
METHANOGENESIS,4
physically effective NDF,4
transposon mutagenesis,4
Phytophthora palmivora,4
nutrient transfer,4
Polyploidy,4
competitive nodulation,4
PISTILLATA,4
Polyculture,4
POLLEN PRODUCTION,4
atmospheric change,4
Medicago falcate,4
bee density,4
comminution,4
Medicago edgeworthii,4
bacterial protein synthesis,4
batch culture,4
bacterial wilt,4
PLANT TRANSFORMATION,4
nosZ,4
heavy metal resistance,4
heat tolerance,4
bahiagrass,4
cold plasma,4
MEMBRANE TRAFFICKING,4
barley straw,4
PLOIDY,4
MERISTEM FORMATION,4
hay processing,4
artificial neural network,4
compound leaf development,4
Primary stem elongation,4
PHYSICAL QUALITY,4
intercropping system,4
animal production,4
harvest year,4
Protein structure,4
antiangiogenic,4
Protein phosphatase,4
Protein degradability,4
haustoria,4
cornstalk,4
nodule proteome,4
corn gluten meal,4
triterpene glycoside,4
Pore volume,4
PHYTOCHELATIN SYNTHASE,4
Medicago scutellata and Medicago rigidula,4
PHYTOSTABILIZATION,4
nonforage fiber source,4
Predecessor,4
inflorescence mutant,4
arabinosylation,4
phylogenetic tree,4
Medicago saliva L,4
tricin biosynthesis,4
condensation dryer,4
Porosity,4
REINFORCEMENT,4
alfalfa collection,4
Melilotus officinalis,4
potassium fertilization,4
WHITE PROTEIN HYDROLYSATE,4
Residue quality,4
linkage map,4
biofortification,4
Optimum irrigation,4
Ordinary kriging,4
herbage nutritive value,4
illite,4
seed metabolism,4
Relative growth rate,4
disease resistance gene,4
Phosphate starvation,4
priming,4
specific energy,4
Water channel,4
ground cover,4
Reed meadow,4
press juice,4
Oryctolagus cuniculus,4
Phosphorus starvation,4
powdery mildew,4
LOGIC,4
Raman,4
potato leafhopper,4
imazethapyr,4
Phosphorus uptake,4
biochemistry,4
Onobrychis sativa L.,4
Olive oil mill wastewater,4
Microclimate,4
ecosystem service,4
seasonal abundance,4
PLETHORA,4
O. lignaria,4
ecotype A17 and R108,4
plant gene expression,4
LIGHT INTERCEPTION,4
Root exudation,4
OILSEED RAPE,4
WATER ADVANCE,4
thrips,4
biopriming,4
WATER TRANSPORT,4
nitrogen availability,4
Restoration,4
ecosystem respiration,4
plant growth promotion,4
LIME APPLICATION,4
ORGANIC AGRICULTURE,4
ORGANIC C,4
WELFARE,4
succinate,4
WESTERN WHEATGRASS,4
seed and forage production,4
pest control,4
herbage production,4
subtilisin,4
Radiocesium,4
offal,4
sieve element occlusion,4
POSITIVE SELECTION,4
Lateral flow,4
acidosis,4
RHIZOREMEDIATION,4
PASTURE ESTABLISHMENT,4
vegetative storage protein,4
PASTURE MANAGEMENT,4
poplar,4
MICROBIOLOGICAL SAFETY,4
deficit irrigation,4
bhlh transcription factor,4
defence response,4
aerobic spoilage,4
shoot branching,4
Leaf loss,4
Leaf number,4
nutritional status,4
RESOURCE AVAILABILITY,4
laser microdissection,4
shoot elongation,4
aggregation,4
utilization system,4
ddt,4
land use conversion,4
daylength,4
phosphate deficiency,4
land suitability evaluation,4
shoot regrowth,4
PASSIVE TRANSFER,4
deregulation,4
acid tolerance,4
P450,4
Photosystem II efficiency,4
dietary fibre,4
subcellular localization,4
diet selection,4
RUMEN MICROBIOTA,4
RUMEN FERMENTATION,4
Xanthomonas campestris,4
Methylation,4
Phyllochron,4
selective separation,4
growth model,4
Phyllody,4
P5CR,4
acid stress,4
bioactive peptide,4
Metallothionein,4
phenological stage,4
citrus,4
guard cell,4
Metabolites,4
ROMANIA,4
phenotypic variability,4
abrupt chilling,4
Landsat,4
desiccation,4
acid phosphatase,4
Lycaeides melissa,4
zygotic embryogenesis,4
GA3ox1,4
CHEMICAL PROFILE,4
DEFENSE SYSTEM,4
Egypt,4
Alfalfa green juice,4
GRAMINE,4
Electricity,4
DEMETHYLATION,4
Genistein,4
DRAFT GENOME SEQUENCE,4
FRANKIA,4
Cardioid,4
HO-1 gene expression,4
CADMIUM TOXICITY,4
Allelopathy,4
ABOMASUM,4
DURABLE RESISTANCE,4
CP sequence,4
AEROBIC DETERIORATION,4
BIG SEEDS1,4
Energy use efficiency,4
CRYOPRESERVATION,4
GALLIC ACID,4
CEO2,4
Allelic variation,4
Alfalfa plants,4
Biosensor,4
COMPACTION,4
Biosorption,4
Hydraulic loading,4
Calcium carbonate,4
ACARI,4
Biohydrogenation,4
ENDOREDUPLICATION,4
Cellulosic ethanol,4
ENDONUCLEASE,4
Diptera,4
Cohesion,4
GYPSUM APPLICATION,4
HERBAGE PRODUCTION,4
Cokriging,4
Gabaculine,4
CUCUMBER,4
DNA HYBRIDIZATION,4
Alternaria alternata,4
Docking,4
ELECTRICITY,4
Human consumption,4
DBP,4
BERSEEM CLOVER,4
HEAT TOLERANCE,4
Genotypic variation,4
Chinese Leymus Silage,4
Economic efficiency,4
Bioethanol,4
GRAPHENE OXIDE,4
EPG,4
Ecosyl,4
Colias lesbia,4
CALF STARTER,4
GIGANTEA,4
DEGRADED ARABLE LAND,4
Antidiabetic,4
Ground water,4
BIOMASS CARBON,4
Geminiviridae,4
Fast pyrolysis,4
HYPOXIA,4
Cholesterol metabolism,4
BLACK SPRUCE,4
Conjugation,4
5S rDNA,4
ENSILAGE,4
Brassinosteroids,4
GM alfalfa,4
Harvest method,4
Alfalfa sprouts,4
Bromadiolone,4
Bunker silo,4
Gaza,4
CHALK,4
ICE,4
Bromegrass,4
Acid phosphatase,4
BIOREMEDIATION,4
AGGREGATION,4
Hamiltonella,4
Handling,4
HEDYSARUM,4
Daucus carota,4
BIRCH,4
Browning,4
A. CAMUS,4
CROWN ROT,4
FACTOR PERCEPTION,4
Extruded Soybean,4
Enterobacter cloacae,4
ABI3,4
Genetic gain,4
AFFINITY NITRATE TRANSPORTER,4
Ferulic acid esterase,4
BIOACCESSIBILITY,4
BIOACCUMULATION,4
Fermentability,4
Antifungal activity,4
Dsp22,4
Acidic washing,4
G x E,4
FACTOR HYDROLASE,4
AtNDPK2,4
FROST TOLERANCE,4
Alfalfa polysaccharide,4
Enzymes,4
Alfalfa white protein,4
BIODEGRADATION,4
AtABF3,4
Gene editing,4
BIOHYDROGENATION,4
H2O2-INDUCED OXIDATIVE STRESS,4
H-2 evolution,4
Cell wall degradability,4
Cell differentiation,4
Gastrointestinal tract,4
CANDIDATE MIRNAS,4
Fluorescence competitive binding assay,4
ARGININE DECARBOXYLASE,4
Caprylic acid,4
Coccinella,4
Cow manure,4
CARE,4
CHROMIUM,4
Glutamate receptor,4
FLOWER COLOR,4
Chemical content,4
Alfalfa and ryegrass,4
Agricultural waste,4
Density dependence,4
DNA sequencing,4
GENETIC DIFFERENTIATION,4
DELIGNIFICATION,4
Ascophyllum nodosum,4
Dietary supplementation,4
CARCASS YIELD,4
HISTONE DEACETYLASE INHIBITOR,4
FLORAL ORGAN IDENTITY,4
ANTIOXIDANT STATUS,4
Coalescent simulation,4
1-Aminocyclopropane-1-carboxylic acid,4
Desmanthus virgatus,4
Grape seed extract,4
FLORAL MERISTEM,4
Artificial grassland,4
Autophagy,4
BULK ZNO,4
INFECTION THREAD GROWTH,4
Dewatering,4
ANTIMICROBIAL ACTIVITY,4
Bahiagrass,4
Cadmium stress,4
Glycophyte,4
CYCLIZATION,4
Apirolio,4
Grape pomace,4
GROSS PRIMARY PRODUCTION,4
EXOGENOUS MELATONIN,4
Goats,4
Demography,4
ENDOCYTOSIS,4
Holstein heifer,4
FINGER TRANSCRIPTION FACTOR,4
Gonioctena fornicata,4
Anatomy,4
Denitrification,4
FIELD PRODUCTION,4
Capacity Management,4
GRAZING ALFALFA,4
COMPOUND LEAF DEVELOPMENT,4
BARLEY STRAW,4
BREEDING EWES,4
CYTOSINE METHYLATION,4
GENOTYPIC CHARACTERIZATION,3
Stem cell formation,3
alfalfa intervention,3
net ecosystem production,3
GLYCOSYLATION,3
Thymus,3
intestinal flow,3
systemic N signaling,3
photochemical quenching coefficient,3
subsurface N2O production,3
MYCORRHIZA DEVELOPMENT,3
Systemic regulation,3
Phosphorus nutrition,3
Cell wall loosening,3
TiO2,3
HARDINESS,3
symbiotic specificity,3
GROUND TISSUE,3
Ocimum basilicum,3
Lactobacillus fermentum,3
PEG stress,3
Transgenic tomato,3
Phosphorelay,3
High throughput sequencing,3
subjective,3
Phosphorus deficiency,3
Soil water supply,3
High pressure,3
phosphoenolpyruvate carboxylase,3
Thymol,3
alfalfa leaf meal,3
light competition,3
bioaccumulation,3
lipid transfer,3
LWR,3
"beta-1,3-glucanase",3
BLADE OUTGROWTH,3
drip irrigation,3
LYOPHILIZATION,3
HARGREAVES,3
FTIR spectroscopy,3
allantoin,3
linseed bran,3
Transporters,3
HARDSEEDEDNESS,3
phosphorus availability,3
Cutoff strategy,3
FUL,3
structural variation,3
FULb,3
MYCORRHIZAL SYMBIOSIS,3
LEUKEMIA,3
asparagus root,3
FUNCTIONAL DIVERGENCE,3
cellulolytic bacteria,3
central composite design,3
HISTONE ACETYLATION,3
centromere,3
Alfalfa reference,3
Chelant,3
FUMIGATION,3
ECOPHYSIOLOGICAL MODEL,3
Caeca,3
Phenotypic diversity,3
Protein database,3
FRV,3
ion toxicity,3
WATER EROSION,3
Nitrate poisoning,3
Cell dedifferentiation,3
syrphid fly,3
Nitrate signal,3
ion distribution,3
della,3
DESERTIFICATION,3
Phacelia tanactifolia,3
Chaparral,3
sustainable management,3
FRET,3
GRAS FAMILY,3
phytostabilization,3
sweet potato,3
DIRECT TARGET,3
Mass Spectrometric Imaging,3
Theoretical ethanol yield,3
Crop science,3
BROCCOLI,3
Hemp,3
Heavy metals,3
Heavy metal tolerance,3
NapC,3
TAMWORTH,3
ACYRTHOSIPHON,3
Plant breeding,3
Heavy metal concentration,3
leaf blade development,3
NW SPAIN,3
Hard seed rate,3
Crop water requirement,3
Vitamin C,3
sickle alfalfa,3
Herbage accumulation,3
ELEMENTAL COMPOSITION,3
Helianthus annuus,3
LIPOLYSIS,3
alfalfa leafcutter bee,3
ELECTROSPRAY,3
nicotianamine synthase,3
Naked oats,3
Alfalfa cyst nematode,3
phytomanagement,3
Manure Index,3
laser capture microdissection,3
lateral branching,3
Soil total N,3
Cenchrus ciliaris,3
Plant pathogen,3
lateral root development,3
ELECTRODIALYSIS,3
cheating,3
nitrate assimilation,3
Dactylis glomerata L,3
WALLABY GRASS,3
Plant microbiome,3
Soil test phosphorus,3
SUNN GENE,3
PEPTIDOGLYCAN,3
Plant growth promotion,3
SUNUP,3
GRAS protein,3
pine forest,3
optical emission spectroscopy,3
Maximum population density,3
CropSyst,3
legume species,3
CITRATE EXUDATION,3
Phylogenetic tree,3
Ashwagandha,3
disinfection,3
Crop age,3
Channel Country,3
GENOTYPIC DIVERSITY,3
Alfalfa Stems,3
Potential degradability,3
New host,3
Photosynthetic trait,3
Crystallinity,3
Critical PO2,3
Nezara viridula,3
Heterodera medicaginis,3
Plastocyanin,3
neural network,3
bacterial inoculation,3
Crimson clover,3
Heterotrophic growth,3
SYMBIOSES,3
DISEASE SYNERGISM,3
Network analysis,3
Vicia benghalensis,3
CISPs,3
Net CO2 exchange,3
PERFECT,3
arrowleaf clover,3
leaf litter,3
DIRECT BINDING,3
Populus trichocarpa,3
FLORAL TRANSITION,3
Maize stover,3
Soil water availability,3
optimal codon,3
leaf protein,3
leaf protein concentrate,3
Crown rot,3
FPG,3
Phytomining,3
SUSCEPTIBLE ALFALFA,3
bacterial diversity,3
DYNAMICS,3
compound leaf patterning,3
leaf width,3
PERIBACTEROID MEMBRANE,3
Herbivory,3
Alfalfa leaf protein,3
Photosynthetic capacity,3
FLUX BEHAVIOR,3
BIPLOT ANALYSIS,3
coxI,3
milk fat depression,3
Shoot P concentration,3
Annexin 1,3
ALLELOPATHIC SUBSTANCE,3
MATING SYSTEM,3
milk quality,3
MNP1,3
Shoot regrowth,3
ALLENE OXIDE CYCLASE,3
pathogen spread,3
Short day,3
Aluminum stress,3
ruminal microbiota,3
Lygus hesperus,3
solar tracking,3
methane yield,3
BARLEY SILAGE,3
patellin,3
Different vegetation,3
Subtractive hybridization,3
pasture grass,3
DNA replication,3
araneae,3
Cytokinins,3
BANK,3
HESPERETIN,3
Cytotoxicity,3
partial purification,3
Single extraction,3
PLANT DROUGHT,3
Sugar beet pulp,3
COMPOST AMENDMENT,3
Sheath blight,3
Dihydrozeatin,3
methyl bromide,3
rumen microbiota,3
HERBAGE ACCUMULATION,3
Anthocoridae,3
HERBAGE INTAKE,3
Sulfamethoxazole,3
space mutation breeding,3
BERMUDAGRASS HAY,3
miR319,3
OCCLUSION,3
Carcass quality,3
ALFALFA VARIETIES,3
Sensitivity analysis,3
annual bluegrass,3
POLLEN LIMITATION,3
Fusarium semitectum,3
Separation performance,3
bacteriocyte,3
Discourse,3
PM H+-ATPase,3
osteoporosis,3
Serial dilution,3
microbial protein yield,3
MORPHOLOGICAL STAGE,3
BEEF STEERS,3
sorghum stover,3
ruminal digestion,3
HPt,3
Sesame meal,3
nac transcription factor,3
Forage management,3
BAG TECHNIQUE,3
salad burnet,3
COLI,3
Animal nutrition,3
bar,3
Depth distribution,3
MOLECULAR PHYLOGENY,3
antitumour,3
soil effect,3
Fresh biomass yield,3
mycotoxicological status,3
multilocus sequence typing,3
continuous stocking,3
Fresh produce,3
Sodium selenite,3
soil carbon sequestration,3
Stretch film,3
continuous lucerne,3
multispectral imaging,3
multivariate statistical analysis,3
bale density,3
apoptosis,3
sodium content,3
sodium butyrate,3
MANGANESE TOXICITY,3
Streptomycete,3
balansa clover,3
Capillary electrophoresis,3
Canopy interception,3
mycorrhizae,3
Canopy temperature,3
DOMAIN TRANSCRIPTION FACTOR,3
Snail medick,3
MASTICATION,3
Carbohydrates,3
PLANT CARBON,3
URANYL ACETATE,3
DAIDZEIN,3
PLANT ARCHITECTURE,3
PLANT ANALYSIS,3
DAILY SUPPLEMENTATION,3
molecular evolution,3
PHOSPHOENOLPYRUVATE CARBOXYLASE,3
antifungal agent,3
MADS box,3
ORGAN IDENTITY,3
antihyperglycemic,3
antihyperlipidemic,3
soil organic matter,3
BACTERIAL QUORUM,3
PIN2,3
Deterrence,3
Skatole,3
Ultrastructure,3
PI motif,3
Fragaria x ananassa,3
copy number variation,3
copAB,3
conservation biological control,3
movement protein,3
ANTIFEEDANT,3
Strigolactones,3
soil health,3
PHYTOENE DESATURASE,3
crop water use,3
POPULATION DIFFERENTIATION,3
FUNGAL DISEASE,3
BIOFUEL PRODUCTION,3
stimulant,3
Sym2,3
Alfalfa wastewater,3
PURPLE SOIL,3
DERIVATIZATION,3
Alfalfa water use,3
PUNJAB,3
VISUALIZATION,3
Salt adaptation,3
BIOLOGICAL N-2 FIXATION,3
Salt resistance,3
root symbiosis,3
Leaf crude protein,3
Nod factors,3
Leaf length,3
circadian pattern,3
maize stalk,3
HYPERSENSITIVE RESPONSE,3
cytotoxic effect,3
BIOCHEMISTRY,3
PROTEIN LOCALIZATION,3
chloroplast dna,3
AMIDOHYDROLASE,3
Swine,3
Feeding behavior,3
Sweep netting,3
VIRION FORMATION,3
AGROFORESTRY,3
Lebanon,3
Leghemoglobin,3
stocking,3
intestinal digestibility,3
VITELLOGENIN,3
PWM,3
Ladybird,3
chlorate,3
livestock wastewater,3
CUTTING DATE,3
MYC2,3
Tissue culture,3
phosphate solubilization,3
chlorogenic acid,3
Partitiviridae,3
loliolide,3
DISSOLUTION,3
Alfalfa termination,3
MUTAGENESIS,3
Fabeae,3
Paraphoma radicina,3
lovegrass,3
Fagopyrum esculentum,3
CLOTHIANIDIN,3
date palm,3
nest recognition,3
Salix,3
Alfalfa transformation,3
benzaldehyde,3
root production,3
PYRENE DEGRADATION,3
GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE,3
Lateral root development,3
PFAS,3
Layered soil,3
AGROINFILTRATION,3
PROGESTERONE,3
MEAN RETENTION TIME,3
membrane nanodomain,3
Draeculacephala minerva,3
Carica papaya,3
Supercritical carbon dioxide,3
cultivar resistance,3
perennial Medicago,3
chrysanthemum,3
POULTRY LITTER,3
Floral resource,3
osmopriming,3
DENITRIFICATION,3
spizizenii,3
mesophyll conductance,3
rumen fermentation,3
cry3a,3
metabolic engineering,3
Flowering time,3
spermidine,3
Selection environment,3
rumen fluid,3
POTASSIUM UPTAKE,3
VENT,3
metabolic rate,3
AMELIORATION,3
Listeria innocua,3
GIGASPORA,3
specific gravity,3
metal homeostasis,3
HOMOGALACTURONAN,3
Anthocyanidin reductase,3
Soil management,3
DOUGH,3
measurement height,3
DCL4,3
CYANOBACTERIAL FLAVODOXIN,3
rootward auxin transport,3
AINTEGUMENTA,3
MEAN GERMINATION TIME,3
Algex,3
Alkaline salt stress,3
Fiber degradation,3
GLUCOSYLTRANSFERASE,3
Cation exchange capacity,3
peroxidation,3
stability analysis,3
Seed dormancy,3
CONFORMATIONAL SWITCH,3
Dry root mass,3
Dry Matter Loss,3
cuticular transpiration,3
Seed moisture content,3
PREGNANCY,3
amiRNA,3
Stenotrophomonas maltophilia,3
AIRBORNE,3
MITRAV,3
Drip irrigation,3
Light competition,3
Northwestern China,3
melatonin synthesis,3
Carum carvi,3
perennial pasture legume,3
Light use efficiency,3
Solanum lycopersicum,3
QTL ANALYSIS,3
interurban competition,3
Endocytosis,3
Elusine indica,3
selective sweep,3
Embryo mortality,3
protein carbonylation,3
recurrent selection,3
genome scan,3
coli,3
red and white clover,3
Remobilization,3
Relative nutrient limitation,3
Microbial biomass yield,3
buffering capacity,3
Green biorefinery,3
virus resistance,3
N-15-labeling,3
Recalcitrance,3
CADMIUM TOLERANCE,3
ANCHORAGE,3
Energy output,3
Indigenous microorganism,3
bumble bee,3
P stress,3
Microarray analysis,3
autopolyploidy,3
Spirulina,3
MicroRNA156,3
Clavibacter michiganensis,3
DEFECTIVE MUTANT,3
nuclear genome,3
Recombinant protein expression,3
Electrospray,3
3 ' Untranslated region,3
Resource availability,3
Microbial diversity,3
Ecklonia maxima,3
Wild soybean,3
Root colonisation,3
Spoilage,3
EPIC model,3
CALYX,3
Ricinus communis L.,3
Economic benefit,3
GENE NETWORK,3
Illumina MiSeq sequencing,3
SOIL COMPACTION,3
Zilpaterol,3
N MANAGEMENT,3
Rhizosphere bacteria,3
N allocation,3
ENZYMATIC SACCHARIFICATION,3
P accumulation,3
Ecotype A17,3
Immunolocalization,3
Immunomagnetic separation,3
explant type,3
Efficient irrigation,3
Wettability alteration,3
wastewater reuse,3
Apterae,3
CELLULOSIC ETHANOL,3
protein degradability,3
N utilisation,3
Electric yellow,3
CENTROID METHOD,3
vesicle trafficking,3
Mycorrhizal symbiosis,3
NATIVE PLANT,3
Interaction network,3
NAC transcription factor,3
TOPLESS,3
IMMUNOGENICITY,3
Methanogenic archaea,3
escapable,3
color quality,3
autophagy,3
reed canarygrass,3
Gene tree,3
PAA,3
SOYBEAN OIL,3
4-coumarate,3
C sink strength,3
Antixenosis,3
CACTUS,3
calcium propionate,3
codA,3
Spectral counting,3
ROSACEAE,3
WD40 REPEAT PROTEIN,3
Tulsi,3
Metal transfer,3
autocorrelation,3
Ion content,3
precise regulation,3
unrestricted grazing,3
ENTERIC METHANE,3
authentication,3
nork,3
Competitive exclusion,3
32P,3
RUMINAL BACTERIA,3
RUMINAL BIOHYDROGENATION,3
production response,3
Reactive oxygen species,3
vermicompost,3
IMPUTATION,3
germination inhibition,3
Raw milk,3
Anxiety,3
giant cell,3
giraffe,3
Random amplified polymorphic DNA,3
ENTEROPATHOGENIC E. COLI,3
Raman spectroscopy,3
Companion cell,3
Rainout shelter,3
vector control,3
Groundnut haulms,3
Genetic differentiation,3
3-phenyllactic acid,3
Insect resistance,3
NA+ EXCLUSION,3
Environmental Sciences,3
Enzymatic digestibility,3
production curve,3
Methoxyl,3
NA+/H+ ANTIPORTER GENE,3
SOUTHERN CALIFORNIA,3
Integrated Farm System Model,3
Genetic crossing,3
RUMINAL DIGESTA,3
Root disease,3
extraction procedure,3
Growth promotion,3
SEED FORMATION,3
MICROBIAL RESPIRATION,3
ASSISTED PHYTOREMEDIATION,3
fluorescent protein,3
Glycome profiling,3
INTERNAL CONTROL,3
SILAGE CHOP LENGTH,3
Osmotolerance,3
Mouse pneumonia model,3
Glycolate oxidase,3
xanthophyll cycle,3
Minerals,3
Coalescent,3
fermentation characteristics,3
COMPLETE CHLOROPLAST GENOME,3
1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID,3
forage maturity,3
ANGSTROM RESOLUTION,3
GENETIC MANIPULATION,3
INTESTINE,3
SECRETION SYSTEM,3
EUTROPHICATION,3
SECONDARY WALL FORMATION,3
TRANSPOSITION,3
feeding behavior,3
CEBiP,3
ASFU,3
Aphidius avenae,3
Cobalt,3
ZEARALENONE,3
forage intake,3
SELENIUM BIOFORTIFICATION,3
INFLAMMATION,3
ASIAN SOYBEAN RUST,3
